nonplus,"স্তম্ভিত, কিংকর্তব্যবিমূঢ়, থ বানিয়ে দেওয়া"
nonsense,"নিরর্থক, নিরর্থ, অর্থহীন কিছু, অর্থহীন বিষয়, অর্থহীন বস্তু, আজেবাজে কথা, বাজে বস্তু, অর্থহীনতা, বোকামি, ছাইপাঁশ, ছাইভস্ম, আবোক - তাবোল"
nonsensical,"অর্থহীন, অসম্ভব"
nonsuch,"অতুলনীয় ব্যক্তি, তুলনারহিত বস্তু"
nonsuit,"নালিশ খারিজ, খারিজ করা"
noodle,"বোকা, বুদ্ধু, গবেট, নুডল"
noodles,"নুডলস, রাবড়িজাতীয় খাদ্য"
nook,"কোণা, ঘুপচি, নিরিবিলি জায়গা"
noon,"দুপুর, দ্বিপ্রহর, মধ্যাহ্ন, মধ্যদিন"
noon of night,"মধ্যযাম, রাত্রি দ্বিপ্রহর"
noose,"ফাঁস, বিয়ের গাঁটছাড়া, বিবাহবন্ধন, উদ্বাহবন্ধন"
nope,নাঃ
nor,"না, নয়, এবং না"
nordic,"দীর্ঘদেহ, স্ক্যাণ্ডিনেভিয়া ফিনল্যাণ্ডের অধিবাসী"
norm,"আদর্শ, মান, নিয়ম, সাধারণ মান, নমুনা"
normal,"সাধারণ, প্রমাণ, নিয়মাফিক, মানানুযায়ী, নিয়মাফিক নমুনা, নিয়মাফিক বস্তু, লম্ব"
normally,"স্বাভাবিকভাবে, স্বভাবত"
norman,"নর্মাণ্ডির অধিবাসী, নর্মান জাতি"
normative,"আদর্শস্থাপনকারী, মান-নির্ণায়ক, আদর্শ"
north,"উত্তরাংশ, উত্তরদিক্, উদীচী, উত্তরাংশস্থ, উত্তরদিক্স্থ, উত্তরদিকে"
northerly,"উত্তরাগত, উত্তুরে, উত্তরমুখে, উত্তরাস্য হয়ে, উত্তরবায়ু"
northern,"উত্তরদিক-সংক্রান্ত, উত্তুরে"
norwegian,"নরওয়ে-সংক্রান্ত, নরওয়েবাসী, নরওয়ের ভাষা"
nose,সতর্কভাবে সামনে এগোনো
nosed,সনাসিক
nosey,দীর্ঘনাসা
nosh,"খাওয়া, দুবেলার প্রধান আহারের মাঝখানে, জখলাবার"
nosology,"রোগের শ্রেণীবিভাগ বিষয়ক বিজ্ঞান, রোগতত্ত্ব"
nostalgia,"ঘরের জন্য মন কেমন করা, গৃহাকুলতা, স্মরণবেদনা, স্মৃতিবেদনা, অতীত-আর্তি, হারানো দিন ফিরে পাবার আকাঙ্খা"
nostalgic,"গৃহাকুল, স্মৃতিবেদনাতুর, অতীত-আর্ত"
nostril,"নাকের ফুটো, নাসারন্ধ্র"
nostrum,হাতুরে ডাক্তারের নিজের তৈরি টোটকা ওষুধ
nosy,"দীর্ঘনাসা, বিশেষ সুগন্ধ বা দুর্গন্ধযুক্ত"
nosy parker,ধান্দাবাজ লোক
not,"মোটেই নয়, না, নয়"
not certified,প্রত্যয়িত না
not very nice,"খুব একটা ভালো না, খুব যে ভালো তা বলা যায় না, অপ্রীতিকর"
not desired,পছন্দসই না
not in the gane,সফল হওয়ার সম্ভাবনা কম
not less than,"কম না, অন্যূন"
not all that,"না সব যে, তেমন, ততটা"
notability,"জানার যোগ্যতা, স্মরণীয়তা, লক্ষণীয়তা, বিশিষ্টতা, বিশিষ্ট লোক, প্রচুরতা, প্রখ্যাত ব্যক্তি"
notable,"উল্লেখযোগ্য, লক্ষণীয়, চমকপ্রদ, প্রসিদ্ধ, বিশিষ্ট, বিখ্যাত"
notably,"লক্ষণীয়ভাবে, জানার যোগ্যভাবে, বিশিষ্টভাবে, স্মরণীয়ভাবে, প্রচুরভাবে"
notary,আইনসংক্রান্ত কিছু কর্ম সম্পাদন
notary public,"নোটারি পাবলিক, লেখ্যপ্রমাণক"
notation,স্বরলিপি
notch,আকৃতির খাঁজ বা দাগ
notch up,"বাগানো, হাঁকানো, হাঁকড়ানো"
notched,খাঁজকাটা
notching,খাঁজ
note,লক্ষ করা
noted,"বিশিষ্ট, সূচিত, সুপরিচিত, চিহ্নিত"
nothing,"কিছু না, শূন্য, একটুত্ত না, বাজে কথা, কচু, ঘেঁচু, নবডঙ্কা, কি, কোনটি না, মোটেই নহে"
notice,"বিজ্ঞপিত খবর, সংবাদ-জ্ঞাপন, জানানো, সূচনা, বিজ্ঞপ্তি, নোটিস"
notice board,"নোটিশ বোর্ড, লিখিত বিজ্ঞপ্তিরি জন্য তক্তা, বিজ্ঞপ্তি ফলক"
notice board,"নোটিশ বোর্ড, লিখিত বিজ্ঞপ্তিরি জন্য তক্তা, বিজ্ঞপ্তি ফলক"
notice of motion,গতির নোটিশ
noticed,"লক্ষিত, নয়নগোচর"
noticing,ঠাহর
notifiable,অবশ্যজ্ঞাপনীয়
notification,"প্রজ্ঞাপন, অধিসূচনা, বিজ্ঞপ্তি"
notification public,"বিজ্ঞপ্তি জন, প্রকাশ্য বিজ্ঞপ্তি, প্রকাশ্য প্রজ্ঞাপন"
notified,বিজ্ঞাপিত
notify,"জ্ঞাপন করা, প্রজ্ঞাপিত, বিজ্ঞাপিত করা, গোচরে আনা, গোচরীভূত করা, প্রতিবেদিত করা, জানিয়ে দেওয়া"
notifying,জ্ঞাপক
notion,"ধারণা, অস্পষ্ট ধারণা, মোটামুটি ধারণা"
notoriety,"দুর্নাম, কুখ্যাতি"
notorious,"কুখ্যাত, সর্বজনবিদিত, ডাকসাইটে, কুখ্যাত পাচারকারী"
notorious act,কালাকানুন
notwithstanding,"পরন্তু, তত্সত্ত্বেত্ত, কিন্তু, যদিত্ত, তথাপি, সত্ত্বেত্ত, তবু, অথচ, তত্রাচ, সত্ত্বেত্ত"
nougat,"চিনি, বাদাম"
nought,"কিছু না, শূন্য, শূন্য সংখ্যা"
noumenon,"বস্তুর প্রপঞ্চগুণ রহিত, বাস্তবগুণ-রহিত"
noun,বিশেষ্য পদ
nourish,"পরিপুষ্ট করা, পুষ্টি জোগানো, পুষ্ট করা, সার দিয়ে উন্নতি সাধন করা"
nourished,"পুষ্ট, পরিপুষ্ট"
nourishing,"পুষ্টিকর, পরিপোষক, পোষক, ধাতুপোষক, পুষ্টিবিধান"
nous,"মন, মনন, ধী, মনীষা, কাণ্ডজ্ঞান, সুবুদ্ধি"
nova,যে নক্ষত্রের ঔজ্জ্বল্য হঠাত্ খুব বৃদ্ধি পেয়ে তারপর স্তিমিত হয়ে আসে
novel,"উপন্যাস, নভেল"
novelty,"অভিনব বা অস্বাভাবিক বস্তু বা ঘটনা, অভিনবত্ব, নতুনত্ব, অদ্ভুতত্ব"
november,নভেম্বর মাস
novice,"ব্রতী, নবশিক্ষার্থী, ব্রতীসংক্রান্ত"
noviciate,ব্রতীর অবস্থা
novitiate,ব্রতীর অবস্থা
now,"এখন, বর্তমানে, ইদানীং, এইক্ষণেই, এইবার, সম্প্রতি, আজ, তখন, অব, নেত্ত, তবে"
nowadays,"আজকাল, বর্তমানে, অধুনা, সম্প্রতি, আজ, এখন, ইদানীং, বর্তমান কাল"
nowhere,"কোথাও না, কোনোখানেই না"
noxious,"ক্ষতিকর, হানিকর"
noxiousness,"অস্বাস্থ্যকরতা, বিনাশসাধকতা"
nozzle,অগ্রভাগ
nth,n তম
nuance,"অতি সূক্ষ্ম তারতম্য, সামান্য পার্থক্য"
nub,"কয়লা ইত্যাদির ছোটো চাঁই, সারাংশ, মূল কথাটুকু, মোদ্দা ব্যাপার"
nubile,"বিবাহযোগ্যা, সোমত্ত, যৌন আবেদনসম্পন্না"
nubility,বিবাহযোগ্যতা
nuclear,"নিউক্লীয়, কেন্দ্রকীয়, নিউক্লিয়ার"
nuclear warfare,পারমাণবিক যুদ্ধ
nuclear disarmament,"পরমাণু নিরস্ত্রীকরণ, পারমাণবিক নিরস্ত্রীকরণ"
non nuclear,অ পারমাণবিক
nuclear power,"পারমাণবিক শক্তি, কেন্দ্রকীয় ক্ষমতা, নিউক্লীয় ক্ষমতা"
nuclear family,"অণু পরিবার, কেবল পিতামাতা ও সন্তান নিয়ে যে সংসার, দম্পতি-কেন্দ্রিক পরিবার"
nuclear bomb,"পারমাণবিক বোমা, পরমাণু বোমা"
nucleic,নিয়ুক্লেইক
nucleus,"শাঁস, মূল অংশ"
nude,"নগ্ন, বিবস্ত্র, বিবসন, উলঙ্গ, নেংটা, নগ্নক, নাঙ্গ, নির্বস্ত্র, নগ্ন মূর্তি, নগ্নতা"
nudge,"কনুই দিয়ে মৃদু খোঁচা বা ঠেলা দিয়ে দৃষ্টি আকর্ষণ করা, ঠেলা দেওয়া"
nudity,নগ্নতা
nugatory,"তুচ্ছ, অকিঞ্চিত্কর, নিরর্থক, বাজে, অকেজো, বাতিল"
nugget,"সোনার দলা বা তাল, মূল্যবান কোনো কিছু"
nuisance,"অসুবিধাজনক বা ক্ষতিকর কোনো কিছু, আপদ, বালাই, উপদ্রব"
nuisance public,"উত্পাত জন, লোক-কণ্টক"
null,"বাতিল, নাকচ, বলবত্ নয় এমন"
null and void,"খালি এবং অকার্যকর, অকার্যকর, খারিজ, বৈশিষ্ট্যহীন, আইনত কার্যকর নয়, বাতিল"
nullification,"অকার্যকরতা, বাতিলকরণ, প্রত্যাদেশ"
nullify,"নাকচ করা, বাতিল করা, রদ করা"
nullity,"বাতিলকরণ, অকার্যকরতা"
numb,"চলত্শক্তিরহিত, অনুভূতিহীন, জড়, নিশ্চল, স্তম্ভিত, অসাড়, অবশ"
number,"নম্বর, সংখ্যা, বচন, অঙ্ক, দল, সংখ্যাগণনা করা, সংখ্যা দেত্তয়া, চিহ্নিত করা"
numbered,"চিহ্নিত, সংখ্যাত"
numbness,অসাড় অবস্থা
numeral,"সংখ্যাসূচক, সংখ্যাগত, সংখ্যা-সংক্রান্ত"
numerate,সংখ্যাপাত করা
numeration,"সংখ্যান, সংখ্যা দিয়ে চিহ্নিত করার পদ্ধতি বা প্রক্রিয়া, সংখ্যাকে শব্দে লেখা"
numerator,লব
numerical,"সংখ্যাগত, সাংখ্যিক, সংখ্যাসূচক, সংখ্যাগরিষ্ঠতা"
numerical strength,"সংখ্যাগত শক্তি, সংখ্যাবল"
numerically,সংখ্যাসূচকভাবে
numerous,"বহুসংখ্যক, অনেক, প্রচুর, বহু অংশ-সম্বলিত"
numerously,অনেক
numismatics,"মুদ্রাবিষয়ক বিদ্যা, টঙ্কবিজ্ঞান"
numismatist,মুদ্রাসংক্রান্ত বিদ্যাপণ্ডিত
numskull,"নিরেট, জড়বুদ্ধি লোক"
nun,"ভিক্ষুণী, প্রব্রাজিকা"
nuncio,বিদেশে পোপের স্থায়ী রাষ্ট্রদূত
nunnery,নারীমঠ
nuptial,"বৈবাহিক, বিবাহ পরিণয়ঘটিত, বিবাহানুষ্ঠান সংক্রান্ত, বিবাহানুষ্ঠান"
nurse,"শিশুর লালনের জন্য নিযুক্ত স্ত্রীলোক, ধাত্রী, শিশু-পালয়িত্রী, শুশ্রূষাকারিণী, পরিষেবিকা, রোগশুশ্রূষা"
nursed,পালিত
nursery,"শিশুদের ঘর, শিশুঘর"
nursery school,"শিশুবিদ্যালয়, শিশুশিক্ষালয়"
nursery man,"নার্সারি মানুষ, চারা-লালন প্রতিষ্ঠানের মালিক বা কর্মী"
nursery education,"নার্সারি শিক্ষা, শিশু-শিক্ষা"
nursery superintendent,"নার্সারি সুপারিনটেনডেন্ট, শিশুশালা-অধীক্ষক"
nursery rhyme,"শিশুদের কবিতা, প্রচলিত ছেলেভুলোনো ছড়া বা গান, শিশুভোলান ছড়া"
nursing,"উপচর্যা, পরিষেবা, শুশ্রুষা, পরিষেবাকারী"
nurture,"সযত্নে লালন, প্রশিক্ষণ, খাদ্য, পুষ্টি"
nut,"বাদাম, মাথা, বাদাম কুড়ান"
nutmeg,"জায়ফল, নাটমেগ"
nutria,নিউত্রিয়া
nutrient,"পরিপোষক, পরিপোষক পদার্থ"
nutriment,পুষ্টিকর খাদ্য
nutrition,"পুষ্টি, পুষ্টিবিধান, পুষ্টিকর খাদ্য"
nutritious,"পুষ্টিকর, পুষ্টিবিধায়ক"
nutritive,"পুষ্টিসংক্রান্ত, পুষ্টিকর খাদ্যবস্তু"
nuts,বাদাম
nuts and bolts,"খুঁটিনাটি, ব্যবহারিক খুঁটিনাটি"
nutting,বাদামসংগ্রহ
nutty,"বাদাম-ভর্তি, বাদামের মতো স্বাদযুক্ত, প্রচুর বাদামযুক্ত"
nuzzle,নাক দিয়ে ঘষা
nylon,"নাইলন, নাইলনের কাপড়"
nylons,নাইলন্স
nymph,"জলপরী, পরী, জলদেবী, বনদেবী"
nymphet,"তরুণী জলপরী, যৌন আবেদনময়ী তরুণী"
nymphomania,স্রীলোকের কামবাই
nymphomaniac,"কামবাই অসুখে পীড়িতা, কামবাইগ্রস্ত স্ত্রীলোক"
no objection certificate,অনাপত্তিপত্র
no offence,"কোন অপরাধ নেই, আমি তোমার মনে আঘাত দিতে চাইনি"
now or never,"এখন বা না, এইবারেই এসপার ওসপার"
navel orange,"নাভি কমলা, মাথায় নাইকুণ্ডুর মতো গতওয়ালা বড়ো কমলালেবু"
neutrality pact,নিরপেক্ষতা চুক্তি
national parliament,"জাতীয় সংসদ, জাতীয় সংসদ"
not a patch on,ধারেকাছেও না
non perception,অ উপলব্ধি
number plate,নাম্বার প্লেট
name plate,নাম ফলক
non playing,"অ বাজানো, অ-ক্রীড়ক, স্বয়ং খেলায় অংশগ্রহণ করে না এমন"
nerve plexus,নার্ভজালক
nom de plume,লেখকের ছদ্মনাম
ne plus ultra,"NE প্লাস আল্ট্রা, চরম অবস্থা"
nail polish,"নখ পালিশ, নখরঁজনী"
non porous,ঝাঁঝর অ
non prevention,অ প্রতিরোধ
nobel prize,নোবেল পুরষ্কার
non profit,"মুনাফা বিহীন, আয়হীন"
non proliferation,অ বিস্তার
notes promissory,বচনপত্র
non provision,"অ বিধান, অসংস্থান"
nose rag,রূমাল
national reconstruction,"জাতীয় পুনর্গঠন, জাতীয় পুনর্গঠন, জাতীয় পুনর্নির্মাণ"
non remembrance,"অ স্মরণ, অস্মরণ"
non resident,অনাবাসিক
non residential,অ আবাসিক
navigable river,"নাব্য নদী, নৌবাহযোগ্য নদী"
not in the same street,"না একই রাস্তায়, উত্কর্ষে কাছাকাছিও যায় না এমন"
national sample survey,"জাতীয় নমুনা সমীক্ষা, জাতীয় নমুনা সমীক্ষা, জাতীয় নিদর্শ সমীক্ষা"
night school,"নৈশবিদ্যালয়, নৈশ বিদ্যালয়"
non sectarian,সাম্প্রদায়িক নন
natural selection,প্রাকৃতিক নির্বাচন
nursing sister senior,"জ্যেষ্ঠ প্রধান, জ্যেষ্ঠ প্রধান পরিসেবিকা"
nursing senior,"নার্সিং উর্ধ্বতন, পরিষেবিকা"
nerve sensory,"নার্ভ সংজ্ঞাবহ, সংজ্ঞাবহ নার্ভ"
note sheet,"নোট শীট, মন্তব্যপত্র, টোকাপত্র"
night soil,পায়খানায় রাতে যে ময়লা জমে
not worth a strew,"মূল্যহীন হওয়া, সম্পূর্ণ মূল্যহীন হওয়া, কানাকড়ি দামও না হওয়া"
nurrea tile,নুড়িয়া টালি
non volatile,উদ্বায়ী অ
non volatile oils,"অ উদ্বায়ী তেলরং, অনুদবায়ী তেল"
october,অক্টোবর মাস
orphean,"মনোমুগ্ধকর, সুললিত, সুমধুর, মনোহারী, সুরেলা"
oscar,"চলচ্চিত্রে উচ্চমানের অভিনয়, পরিচালনা ইত্যাদির জন্য প্রদত্ত অস্কার পুরস্কার"
oxbridge,অক্সব্রিজ
oxford,অক্স্ফর্ড বিশ্ববিদ্যালয়
over and above,"সবকিছুর উপরে, অধিকন্তু, আরও, উপরন্তু, তদুপরি, তাছাড়াও"
on training abroad,"বিদেশে প্রশিক্ষণে, বৈদেশিক প্রশিক্ষণে"
over abundance,প্রাচুর্য ওভার
oxford accent,"অক্সফোর্ড অ্যাকসেন্ট, অক্সফোর্ড বিশ্ববিদ্যালয়ের শিক্ষক ও ছাত্রদের বিশেষ উচ্চারণভঙ্গি"
office accommodation,"অফিস বাসস্থান, কার্যালয়ের স্থানসংস্থান"
on no account,"কোন ক্রমেই নয়, কিছুতেই না, কোনোক্রমেই নয়, কোন ক্রমেই নয়"
official secrets act,মন্ত্রগুপ্তি আইন
one act play,"এক একাঙ্ক নাটক, একাঙ্ক নাটক"
old adam,"পুরানো অ্যাডাম, মানুষের সজহাত কুপ্রবৃত্তি"
order of adjudication,"দেউলিয়া ঘোষণার আদেশ, দেউলিয়া ঘোষণার আদেশ"
outstanding advance,"অসামান্য অগ্রিম, বকেয়া দাদন, বকেয়া বায়না"
once again,"আবার, আরো একবার, আর একবার, ফের, ফিরে একবার, পুনরায়, পুনরপি, আর বার"
over again,"আবারো, নতুন করে, কেঁচে গণ্ডুষ করে, ফিরে ফিরতি করে"
over and again,"বারেবারে, বারবার, বহুবার, বারংবার"
once and again,"ঘনঘন, একাধিকবার, প্রায়ই, বারকতক, মাঝেমধ্যে, বারকয়েক"
old age,"বার্ধক্য, জরা, জীবনসন্ধ্য, জীবনের উত্তরভাগ, পড়তি বয়েস, বুড়ো বয়েস"
old age insurance,"বৃদ্ধ বয়সে বীমা, বার্ধক্য বিমা"
on the alert,"সতর্কতা, বিপদের বা আক্রমণের জন্য প্রস্তুত, সতর্ক ত্ত তত্পর অবস্থায়"
oath of allegiance,আনুগত্যের শপথ
outfit allowance,"সাজসরঞ্জাম ভাতা, উর্দি ভাতা"
over anxious,"উদ্বিগ্ন ওভার, অতিমাত্রায় উদ্বিগ্ন"
on approval,"অনুমোদন, অনুমোদন সাপেক্ষে"
osteo arthritis,1. হাড়ের বাত 2. হাড়ের গাঁটে গাঁটে বাত
old bachelor,"থুবড়া, থুবড়া লোক"
oxford bags,অক্সফোর্ড ব্যাগ
old bailey,"ওল্ড বেইলি, লণ্ডনের প্রধান ফৌজদারি আদালত"
over with a bang,সাফল্য লাভ করা
offer battle,"প্রস্তাব যুদ্ধ, উত্সর্গ, অর্পণ, শত্রুকে লড়াই করার সুযোগ দেওয়া"
old bean,"পুরানো সিম, অন্তরঙ্গ সম্বোধনে ব্যবহৃত"
off beat,বীট বন্ধ
old bird,"পুরানো বার্ড, হুঁশিয়ার লোক"
on the blink,"চোখ পিট পিট করার উপর, বিকল"
office block,"অফিস ব্লক, যে অট্টালিকায় অনেক দপ্তর থাকে, অফিস-বাড়ি"
oxford blue,অক্সফোর্ড নীল
once in a blue moon,"একদা অমবস্যা রাতে, নমাসে ছমাসে"
on board,"বোর্ডে, জাহাজে, জাহাজস্থিত"
optional book,"ঐচ্ছিক বই, ঐচ্ছিক বহি"
order book,আদেশ বই
olive branch,"জলপাই - গাছের শাখা, জলপাই-গাছের শাখা"
one round bullet,"এক রাউন্ড বুলেট, একবার গুলি"
oil burner,তেল বার্নার
official capacity,"সরকারী ক্ষমতা, পদবলে, পদসামর্থ্যে"
on the carpet,"গালিচা উপর, আলোচনাধীন"
occasional cause,"মাঝে মধ্যে কারণ, আনুষঙ্গিক, গৌণ কারণ, নৈমিত্তিক কারণ"
optical centre,"অপটিক্যাল সেন্টার, নেত্রিক কেন্দ্র"
off centre balance,"কেন্দ্র ভারসাম্য বন্ধ, মিশ্র ভারসাম্য"
opening ceremony,"উদ্বোধনী অনুষ্ঠান, উদ্বোধন অনুষ্ঠান"
officer in charge,ভারপ্রাপ্ত কর্মকর্তা
operation chart,"অপারেশন চার্ট, চালনা চিত্র"
organic chemistry,"জৈব-রসায়ন, অঙ্গারক রসায়ন, জৈব রসায়ন"
order cheque,"অর্ডার চেক, আদিষ্ট দেয় চেক"
ordinery cheque,সামান্য চেক
open circuit,খণ্ডিত বর্তনী
open city,"খোলা শহর, অরক্ষিত নগর"
object clause,উদ্দেশ্য ধারা
office clerk,"অফিস দপ্তরী, করণিক, আমলা, কেরাণী"
over clever,"চালাক ওভার, অতিচালাক"
other side of the coin,"অন্য দিকটি, কোনো বিতর্কের অন্য দিকটি"
out of commission,"কমিশন আউট, চালু নেই এমন, বিগড়ানো, দুষ্প্রাপ্য, অব্যবহারযোগ্য"
oedipus complex,"ইডিপাস কমপ্লেক্স, ইডিপাস গূঢ়ৈষা"
out of condition,"শর্ত আউট, শারীরিকভাবে অপটু, কার্যক্ষম নয়"
opprobrious conduct,"নিন্দার্হ অফ কন্ডাক্ট, লজ্জাজনক বা নিন্দার্হ আচরণ"
outward consignment,বহির্গামী চালান
out of context,"অপ্রাসঙ্গিক, প্রসঙ্গের বাইরে, প্রসঙ্গ-বহির্ভূত, অবান্তর ও বিভ্রান্তিমূলক"
on the contrary,"অপরদিকে, বিপরীতপক্ষে, পক্ষান্তরে, সম্পূর্ণ বিপরীতে"
official correspondence,"অফিসিয়াল চিঠিপত্র, সরকারি পত্রব্যবহার, অফিস সংক্রান্ত পত্র ব্যবহার"
overseas correspondent,"বিদেশী প্রতিবেদক, সাগরপারের সংবাদদাতা"
operating cost,"পরিচালনা খরচ, চালন ব্যয়"
on the crest of the wave,"ঢেউ ঝুঁটি উপর, সবচেয়ে শুভ সময়ে বা অনুকূল মুহূর্তে"
on the crook,"Crook উপর, অসত্ উপায়ে, দুনম্বরি কায়দায়"
out of danger,"বিপদমুক্ত, নিরাপদ"
over daring,সাহসী ওভার
out of date,"তারিখ সীমার বাইরে, সেকেলে"
off day,বন্ধ দিন
ordinary debenture,সাধারণ ঋণপত্র
on demand,"চাহিদা সাপেক্ষে, দাবিমাত্র"
opium den,আফিং Den
on deputation,"প্রেষণে, প্রতিনিযুক্ত"
offical designation,পরিচায়ক উপাধি
orgin destination study,আদ্যন্ত পর্যালোচনা
ordained by destiny,অদৃষ্টক্রমে
over determination,অতিলক্ষ
over determination,অতিলক্ষ
obiter dictum,1. প্রসঙ্গক্রমে 2. কথাপ্রসঙ্গে এসে পড়া মন্তব্য
office directive,অফিস নির্দেশ
oscillatory discharge,পরিবর্তী মোক্ষণ
oil distemper,তেল চেকনাই
of wide distribution,"জায়্গাতেই, বহু জায়্গাতেই পাওয়া যায় এমন, বহু জায়গাতেই দেখা যায় এমন"
one swallow does not make a summer,"এক গেলা একটি গ্রীষ্মকালে দেখা যায় না, একটামাত্র দৃষ্টান্তের ভিত্তিতে কোনো সিদ্ধান্তে আসা ঠিক নয়"
over draft,"হুন্ডি, অতি হুন্ডি"
over draft,"হুন্ডি, অতি হুন্ডি"
outdoor duty,"বহিরঙ্গন কর্তব্য, বহিঃস্থ কার্য"
obliquity of the ecliptic,ক্রান্তিকোণ
overseas edition,"বৈদেশিক সংস্করণ, বিদেশী সংস্করণ"
of no effect,"কোন প্রভাব, নিষ্ফল, বৃথা"
otto engine,"আতর ইঞ্জিন, মোটরগাড়ির চারটি পিস্টনযুক্ত ইঞ্জিন"
oddly enough,"আশ্চর্যের ব্যাপার, আশ্চর্যের ব্যাপার যে, অদ্ভুত ব্যাপার যে"
opening entry,"খোলার এন্ট্রি, প্রারম্ভিক ভুক্তি"
over estimation,অতিবর্ধন
over estimation,অতিবর্ধন
organic evolution,"জৈব বিবর্তন, জীব-অভিব্যক্তি"
ordnance factory,"তোপ কারখানা, সমরাস্ত্রাদি কারখানা"
out of fashion,"ফ্যাশন আউট, চল নেই, চল উঠে গেছে"
our father,"আমাদের বাবা, পরমপিতা, ঈশ্বর"
open fire,"গুলিবর্ষণ, গুলিবর্ষণ শুরু করা"
of the first water,"প্রথম জল, সর্বোৎকৃষ্ট"
other fish to fry,"অন্যান্য মাছ ভাজা, অন্য জরুরি কাজ"
oxidizing flame,"জারক-শিখা, জারকশিখা"
ocean floor,"সমুদ্রের তলায়, সমুদ্রতল"
over fold,ভাঁজ বেশি
order form,"নির্দেশ পত্র, ফরমাশপত্র"
one fourth of an inch,এক জ
out of gear,"গিয়ার আউট, খুলে গেছে এমন, বিকল, অচল, খারাপ"
office girl,অফিসে মেয়ে
oil gland,তৈলগ্রন্থি
ocean going,সমুদ্রগামী
ocean greyhound,"সমুদ্রের গ্রেহাউন্ডের, দ্রুতগামী জাহাজ"
over growth,"এরও বেশি প্রবৃদ্ধি, অতিবৃদ্ধি, অধিবর্ধন, অতিবাড়, কোনো-কিছুর ওপর গজিয়ে ওঠা আচ্ছাদন, অতিবাড়"
out of habit,"অবভাস নাই, অভ্যাসবলে"
opera hat,অপেরা Hat
occupational hazard,পেশাগত বিপত্তি
on hire,"ভাড়া-করা, ভাড়া দেওয়ার জন্য, ভাড়া দেত্তয়ার জন্য"
optionla holiday,ঐচ্ছিক ছুটি
optional holiday,ঐচ্ছিক ছুটি
out of humour,অসন্তুষ্ট
one hundred million,"এক শত মিলিয়ন, অর্বুদ"
optical illusion,"দৃষ্টি ভ্রম, দৃষ্টিবিভ্রম, যা চোখের ভ্রম ঘটায়"
oblique impact,"বক্র সংঘাত, তির্যক সংঘাত"
one eighth of an inch,এক সুতা
outer integument,"বাইরের বহিরাবরণ, ডিম্বক বহিস্ত্বক"
on the job training,"কাজের প্রশিক্ষনের উপর, কর্মকালীন প্রশিক্ষণে"
orginal jurisdiction,আদিম অধিকার
original jurisdiction,"মূল এখতিয়ার, আদিম অধিকার"
our lady,আমাদের মহিলা
outburst of laughter,হাসির দমক
open letter,খোলা চিঠি
orginal letter,মূল পত্র
outstanding liability,"অসামান্য দায়, অনিষ্পন্ন দায়"
oustanding liability,অপরিশোধিত দেনা
oblique line,তেরছা রেখা
organic manure,"জৈব সার, জৈবসার"
oxygen mask,"অক্সিজেন মাস্ক, অক্সিজেন-মুখোশ"
on the mat,"মাদুর, ফ্যাসাদে-পড়া"
organic matter,জৈবপদার্থ
officers and men,"অফিসার ও সৈনিকদের, অফিসার ও অপর কর্মী"
outstanding merit,"অসামান্য মেধার, অসামান্য গুণ"
open minded,খোলা মনের
over modesty,"বিনয় ওভার, অতিবিনয়, বৈষ্ণব বিনয়"
o tempora! o mores,"সে রামও নাই,সে অযোধ্যাও নাই"
on a move,"একটি সরানো, উঠে অন্ন্যাত্র যাওয়া"
oculo nasal,চোখ ও নাক সংক্রান্ত
o,দী
oaf,"বোকা, নির্বোধ, গণ্ডমূর্খ, জড়বুদ্ধি ব্যক্তি, ভূতের সন্তান"
oafish,"বোকা, ভোঁতা, মূর্খ, নির্বোধ, আহাম্মক, আনাড়ি, কদাকার, কদর্য"
oak,"ওক গাছ, ওক কাঠ, সাজানোর জন্যে ব্যবহৃত ওক গাছের পাতা"
oak apple,Oak অ্যাপল
oaken,ত্তক্ময়
oakum,আলগাভাবে পাকানো এবং আলকাতরা ইঃ মাখানো পাট
oar,"বৈঠা, নৌকোর দাঁড়, লগি"
oared,"ক্ষেপণীসজিত, দাঁড়ত্তয়ালা, দাঁড়যুক্ত"
oarsman,"দাঁড়ি, ক্ষেপণীচালক, মাঝি, ক্ষেপণিক, নৌবাহ, মাল্লা"
oasis,"মরুদ্বীপ, মরুদ্যান"
oat,"যবসদৃশ একজাতীয় শস্যদানা ও তার গাছ, জই"
oath,"অঙ্গীকার, শপথ, হলফ, দিব্যি, কিরে, কসম"
oath of office,শপথ
oath ta,"শপথ Ta, লিপি"
obdurate,"কঠিনচিত্ত, অননুতপ্ত, অনমনীয়, অনুতাপহীন, ট্যাঁটা, একগুঁয়ে, একবগগা"
obedience,"আনুগত্য, বাধ্যতা, বশ্যতা, আজ্ঞানুবর্তিতা, আজ্ঞাপালন, অনুবর্তিতা, বশংবদতা, কর্তব্যপালন, কর্তব্যপরায়ণতা"
obedient,"আদেশ মেনে চলতে আগ্রহী, আজ্ঞাবহ, বংশবদ, বাধ্য, কর্তব্যপরায়ণ"
obeisance,"সম্মান বা বশ্যতা, আনুগত্যসূচক অভিবাদন, সেলাম, নমস্কার, আদাব, প্রণাম, শ্রদ্ধা"
obelisk,"স্মৃতিস্তম্ভ, দিকচিহ্ন"
